7626206047455415560|1393|20260408|
7621502105114774804|3406|20260326|what verse? #bible #christ #jesus #fyp 
7621501756320566549|1295|20260326|guess the passage #bible #jesuschrist #jesuslovesyou #jesus 
7621501510660132116|1061|20260326|what verse is this? #bible #christian #jesus 
7621139422565649684|1020|20260325|Romans 5:8
7621139337249475860|974|20260325|
7621137392430419221|635|20260325|
7621135868840938772|1121|20260325|
7621134768641477908|607|20260325|God first
7621133340418133268|762|20260325|amen?
7621133067859561749|930|20260325|firm foundation
7618004873660927240|2797|20260316|“And he said unto me, My grace is sufficient for thee: for m
7617666858182806792|1048|20260316|what does it take to build a big platform without compromisi
7616162931448876295|2426|20260312|my one-click DaVinci powergrade  is out on my website (downl
7615058180145433863|1348|20260309|
7614445348894936338|860|20260307|grateful
7602546348365270290|3004|20260203|what’s in the box? | the finale
7600989720100736264|2159|20260130|all you need is a phone to start.
7600676830324002056|2198|20260129|happy meal
7600526900364152072|1552|20260128|
7600180283530300680|1434|20260127|everybody questionable
7600180189372386578|1070|20260127|#whatsinthebox 
7599872682783542535|1049|20260127|
7599816613457612040|896|20260126|
7599467941373021448|3806|20260126|growing up asian, stereotypes are the boxes we were forced i
7598716949916323079|2739|20260124|what’s in the box?
7597966700771839250|2124|20260121|❒?
7597671990819818759|1445|20260121|WHAT’S IN THE BOX? WHAT’S IN THE BOX? WHAT’S IN THE BOX? #wh
7597256756275825927|1195|20260120|the box
7595072582638963976|1871|20260114|
7573904163487239432|3413|20251118|#fyp #creator 
7572757058500496647|3112|20251115|dont sleep on this viral scripting technique
7572517961890647304|48600|20251114|a sluggard’s hangover
7572011038988569863|4516|20251113|no stress :) @Lolchrisvu 
7571974797333237010|4214|20251112|
7571616254444752146|2782|20251111|stage 2 content
7571286952599751943|1753|20251111|how to win at content in 2026.
7570964104072940808|1185|20251110|life update
7570216371838029064|1504|20251108|
7556386731084303623|3292|20251001|do the work.
7556051961464868114|2215|20251001|:)
7555665268299566344|1983|20250930|
7555298542416301330|4364|20250929|the difference between 10k creators vs 100k creators... 🌱 ev
7555251257150082311|2488|20250928|
7554634904286366994|1688|20250927|this is not a game.
7554188914035051783|1666|20250926|the truth about God, entrepreneurship & content creation
7553784888302882066|1391|20250924|
7553442136876649746|1308|20250924|how to blow up by studying 4 people
7553063903274519816|1572|20250922|keep it super simple.
7552705034388098311|2206|20250922|matthew 27:32-44. 
7551726757242588424|1877|20250919|salty business. episode 3.
7550934037360086279|1381|20250917|salty business. episode 2.
7550591817994030344|3349|20250916|salty business. episode 1.
7550257187642232082|5380|20250915|i dont mind the losses, but i DO mind YOUR SALVATION. I’M TR
7550223898839764231|2170|20250915|
7545441896504642824|2339|20250902|full day of grinding
7545023798483946770|3514|20250901|pray on it
7544646783788485895|3585|20250831|VEXATION. raʿyôn - longing, striving "Vexation of spirit" ge
7543122818305658119|3300|20250827|John 15:18 - If the world hates you, keep in mind that it ha
7542747954105322760|3166|20250826|for where ur treasure is, there will ur heart be also.
7542388720616410375|1629|20250825|nose strip. headphones. glasses. dune part 2 soundtrack. scr
7541653778609736968|2446|20250823|singing in the shower
7541277318195531016|2981|20250822|creator anxiety. Proverbs 16:3 - Commit your works unto the 
7540943414498577682|1566|20250821|is this vid gonna ruin my algo-pull? #christisking #creator
7540588208715861266|1594|20250820|how to fix your hook! thank you to Riccardo for asking!
7539810774471019794|2457|20250818|can we get a “w aleks” in the chat?
7539685498655100167|20500|20250817|fit - @GENERATION GOD † 
7538355878072683794|3679|20250814|Christ is King.
7537987227679296776|29400|20250813|pride is the devil
7537610086684839176|4460|20250812|
7533732600918134024|25200|20250801|saturday morning
7533500951714352402|4351|20250801|day 10
7533343584364399880|4529|20250731|matthew 5:29
7532992973768805650|4940|20250730|matthew 25:14-30
7532990701391400200|3577|20250730|isaiah 55:8
7532658566264655122|4475|20250730|day 8
7532334978345094418|4740|20250729|
7532010829697404167|3444|20250728|
7531554581117930770|4331|20250727|mark 12 
7531200275063885063|3051|20250726|
7530912532672843015|3935|20250725|members: 602/1000
7530504720050408722|3802|20250724|😛
7529779569193127175|327100|20250722|‘the wrestle’ | a gospel short film
7528681295514275090|110900|20250719|ambition fits: @Owlam Apparel  @SHEEPSKYN™️  @the Evangelion
7521500932597648648|41600|20250629|
7520863468094786834|3521|20250628|1k by dawn: 631/1000
7520756244353649928|3471|20250627|numbers 6:24-26
7520542639339490568|2310|20250627|1k by dawn: 630/1000
7520390799670971666|8265|20250626|ephesians 2:4-10
7520139012519087367|2635|20250626|1k by dawn: 631/1000
7520034450948754695|5999|20250625|philippians 2
7519741669458087175|2767|20250625|romans 8:1-9
7519405380540075282|14100|20250624|1k by dawn: 618/1000
7519243689542077703|2355|20250623|isaiah 26:3-9
7519029679521664264|3032|20250623|1k by dawn: 614/1000
7518867856033860871|3534|20250622|
7518127587286060295|3275|20250620|lamentations 3:22-29
7517900299143597330|2729|20250620|1k by dawn: 601?/1000
7517557028760456466|1689|20250619|1k by dawn: 598/1000
7517134506747301128|1898|20250618|1k by dawn: 594/1000
7516806830970916104|7650|20250617|1k by dawn: 586/1000
7516455116849810696|2327|20250616|1k by dawn: 585/1000
7515620484768075015|2552|20250614|psalm 23
7515333011580177672|10900|20250613|1k by dawn: 577/1000 [‘ego by juniorjr’ + ‘heaven is a home…
7514881722505268498|2200|20250612|1k by dawn: 571/1000 
7514534420120980743|3063|20250611|1k by dawn: 568/1000 
7514189459106090258|3205|20250610|1k by dawn: 563/1000
7513841021113928965|7465|20250609|1k by dawn: 550/1000
7513102251515235602|2886|20250607|1k by dawn: 541/1000
7512585344269765906|3206|20250605|1k by dawn: 536/1000
7512333840191327496|3362|20250605|
7512239289980243208|4367|20250604|1k by dawn: 537/1000
7512005781269548296|6257|20250604|🔥 how i colour grade my IG reels (step-by-step on Premiere P
7511888307014339858|2274|20250604|1k by dawn: 527/1000
7511566646008401170|11800|20250603|🎥 do this before posting any reel. 📲 instagram doesn’t destr
7511457564685569287|2134|20250602|1k by dawn: 524/1000
7511119748629826823|2047|20250601|1k by dawn: 515/1000
7510042731402513671|4095|20250530|
7509602467215101191|3894|20250528|
7509360718169361671|2703|20250528|
7508553150161308946|2173|20250526|goals
7507180448494308616|2407|20250522|day 3
7507134635038526728|3005|20250522|dawn club day 1
7506740792162094354|3311|20250521|LOVE.
7506471767813164295|167800|20250520|hi
7501576038749719815|13300|20250507|love
7501192525076647175|8646|20250506|
7486682789966810376|54000|20250328|so i built a website.
7485915900445543698|37800|20250326|warfare
7484036233291746567|24800|20250320|📱 people keep asking me "what camera do you use?" so here’s 
7483328129763642631|20800|20250319|got this cinematic reel to 3M views in 24 hours. here’s how.
7482579707263798546|5400000|20250317|#jesuslovesyou 
7481457585829186834|18000|20250314|the shortcut to scripting viral videos... 
7481028822310063380|16800|20250312|how I filmed this shot: SPIN TRANSITION 🎥
7480723789987237138|22300|20250312|lesson 3: shoot towards the shadow side
7480444369674243335|13700|20250311|
7480323309230394631|12400|20250310|how to make your videos “feel” viral (with this editing spee
7479981606342626578|12500|20250310|
7479262838188510472|12000|20250308|
7478859839175707924|14600|20250307|you can't serve 2 masters at once
7478500328736967943|8854|20250306|the only angpao you need 🧧
7478146471573949713|15800|20250305|day 3. building fellowship.
7477722567558647048|806200|20250303|am I using religion to make money? 1 Corinthians 3:9-17 For 
7477443593234287890|16200|20250303|BURNT OUT.
7474024377558797574|29300|20250221|HEAVY HOOKS. comment “HOOK” to get the free template.
7473721026300497158|13800|20250221|you are NOT the niche.
7473237514451488021|12100|20250219|yap
7472933896112311572|17400|20250219|don’t be a copy-paste creator. tell your story to spread the
7472542818251148565|35300|20250218|TALK TO YOUR YOUNGER SELF. 
7472206094597737748|14700|20250217|can’t let these pixels get to my head
7471743423683317012|7667|20250215|COMMITTING TO THE CROSS. MISSION FINALE.
7471364030368697620|11200|20250214|FASTING. COMMITTING TO THE CROSS. EPISODE 6.
7471123568923806997|9699|20250214|HIGH SCHOOL.
7470758786920107285|1700000|20250213|this is your sign to delete all your secular music.
7470389478503337236|166500|20250212|CHURCH.
7470003371034938642|110400|20250211|CHRISTIANITY.
7469641160349256981|14400|20250210|HIBERNATION.
7463582914987478288|21900|20250124|Hail the Mighty King Yeshua.
7463351190676360468|265400|20250124|if you keep sinning, you don’t believe in Him.
7463351181616631057|22700|20250124|⚡️ meet the Creatopians. join today. link in bio.
7462974821505256724|11900|20250123|then said Jesus unto his disciples, “If any man will come af
