7627639764228771086|0|20260411|
7627277905902587167|0|20260410|Can i sue 
7626845831202704671|0|20260409|Go social max
7626501515213016351|0|20260408|a friend of mine allows me to use his loft and its the sicke
7626468253363227934|0|20260408|
7626206380516560159|0|20260408|Yall still got time 
7626044527329070350|0|20260407|Lowk hard
7625403582329802014|0|20260405|The actual pro to social media 
7624579807313005838|0|20260403|Hotels >>>
7624545678387186975|0|20260403|
7624252315188415774|0|20260402|No fr
7624246684536622366|0|20260402|
7624207233886276895|0|20260402|All night all summmaaa
7623544635171900685|0|20260331|Practice twin
7623532981352713503|0|20260331|My take
7623231656350010637|442|20260331|Go see it twin
7623165305803509022|325|20260330|No cap
7622767169574669581|430|20260329|
7622502138677169422|362|20260329|don’t hide that inner child 
7622094685145763086|342|20260328|Love yourself 
7622008256122129677|356|20260327|Enjoy that precious time twin
7621710611327520014|320|20260326|you lowkey do
7621366391203007757|377|20260326|Caught you
7621313708676893965|269|20260325|Find em
7621248156893728014|366|20260325|lmaooo
7620881380158835998|158|20260324|Seriously 
7620830788845653261|262|20260324|Be careful wa u fear 
7620631577227480334|407|20260324|Me myself and pho
7620070981503061261|337|20260322|😭😭😭
7619784577262931231|493|20260321|Wuv you
7619781829679140126|390|20260321|
7619497014170029326|402|20260321|Get it
7619485774517505293|323|20260320|I’d use it 1000%
7619468898009730318|344|20260320|You have everything to gain brotha 
7619451559855885599|231|20260320|
7619133301323795725|394|20260320|Beyond blessed
7619087967423892766|315|20260319|Why not
7618803426310376734|301|20260319|My bby girl
7618647861839809822|340|20260318|It’s such an art
7618378237625863455|535|20260317|LMAOOOO
7618375872835243294|162|20260317|That’s it
7618372680697367838|229|20260317|
7618296394029321485|339|20260317|😂😂😂
7617885691954875661|458|20260316|Feels good ngl
7617587515540655374|343|20260315|
7617526998411382029|250|20260315|I THINK YOUR SPECIAL 
7617257972758023455|368|20260314|Excuse my language I’m trying to stop cursing 
7616960852050119950|363|20260314|Yap and coffee
7616873011647368461|310|20260313|Find coffee shops that close late 
7616831793295150349|206|20260313|Mannn
7616805233297034510|246|20260313|It worked fr
7616789175848750350|318|20260313|
7616534645580008734|276|20260313|It’s not for the weak
7616497346611875103|342|20260312|Your path is your path
7616487450625543455|206|20260312|Go eat that PHO
7616478102310374686|285|20260312|Cmonnn
7616467041322683661|311|20260312|Twommmmm
7616161030200216845|203|20260312|Go
7616138486327840014|299|20260311|No one can speak the words on your lips
7616130588038188302|514|20260311|We need more
7616117515776806158|359|20260311|Mannn
7616087398446943501|288|20260311|Yap and light 
7616083430345903374|292|20260311|
7616042193622453517|274|20260311|Do what you gotta do
7615825132220599566|308|20260311|Life twin b fr
7615797447226297614|395|20260311|Hope this helps twin
7615751921034366221|152|20260310|Be patient with yourself bud
7615724077679906062|346|20260310|Nah frrrr like don’t be weird twin
7615702476766924046|330|20260310|Lmaoooo I’ve been telling yall for years to start creating m
7615304936225623309|335|20260309|Wish me luck 😂😭😭😭
7615093910209121549|451|20260309|Big ole machine 😂
7614630390703197453|395|20260307|Lowk
7614616566428077326|359|20260307|Become whoever 
7614548640299994398|249|20260307|Thank me later 
7614292900276423950|353|20260306|Nothing but love for the man that brought me in this life 
7614284501102939406|297|20260306|Yur
7614224729481743629|676|20260306|Trust the process 
7614198022041259278|357|20260306|LMAO
7614169904312306958|274|20260306|
7613938625935379726|339|20260306|
7613897658276613389|333|20260305|Truth
7613524520543997215|406|20260304|Lord I’m patient 
7613467987361713439|254|20260304|
7613072265613217054|252|20260303|
7612765195131211022|366|20260302|🥺🥺
7612365678531693855|381|20260301|LORDDD HAPPY SUNDAY
7612031559432031519|593|20260228|THERES NO PLACE ID RATHER BE
7611989132180491551|1344|20260228|I think so
7611925273419762958|394|20260228|
7611652498885004557|396|20260227|I get the target hype
7611629446197447967|358|20260227|Truth 
7611307202636188942|426|20260226|
7611292378581716255|360|20260226|COLD APPROACH MORE MF
7611255828401638669|368|20260226|Do what you want with the info
7610903157299858719|325|20260225|Share your flaws 
7610859813593025822|382|20260225|
7610579195785235726|341|20260224|Don’t rush it!
7610507442228710670|360|20260224|U feel me tho
7610455243238870286|464|20260224|I still love yall fr
7610198072190078221|342|20260223|🫵😝😅🥳🤣🤏🏾🙄😭🙏🏽🙂‍↕️👈🤣❤️🥰😝
7610158413951159566|333|20260223|Never forget 
7610151201807633678|337|20260223|Faith without works is dead
7609777380541959438|400|20260222|!!
7609500709603593486|438|20260222|😂😂
7609446620995800333|390|20260221|Lmao i want to help as many creators to overcome this fear!
7609440412712832270|476|20260221|What’s the hype
7609355074480901390|426|20260221|It’s beautiful if you let it 
7609157541351738638|363|20260221|
7609053332241517838|444|20260220|it’s ok to move back home 
7608936703058922766|426|20260220|
7608656516278684942|384|20260219|
7608312975794998541|1531|20260218|I will be back 
7608214735045086477|636|20260218|
7608104544202968334|877|20260218|
7608072839412862221|1148|20260218|Love you
7607935401256291597|648|20260217|I’m hurting rn😂
7607628707678719246|919|20260217|
7607559487687298317|739|20260216|I love you
7607312402228530445|1517|20260216|You’re so cute
7607287010931363085|1754|20260216|
7606881963349183758|2406|20260215|Lord… thank you truly. My heart, my mind, my soul has been h
7606522615892659469|1247|20260214|
7606468376621223182|3347|20260213|how i moved to Alaska
7606234854853840141|1449|20260213|Keep going 
7606148045134122254|11100|20260213|I will be back 
7606101381413408014|70000|20260212|moving to Alaska 
7605800757870284045|2209|20260212|the best career to have  in 2026
7605781479163055374|912|20260212|BE NICE
7605739326164569358|832|20260211|cherish it
7605450373561732366|1078|20260211|What does rich mean to you?!
7605419097018371342|1163|20260211|cleared $30k in credit card debt in 3 months 
7605048975984479501|801|20260210|Do it
7604678326417935630|1390|20260209|LMAOOO
7604261892122627359|827|20260207|I wuv you ♥️ 
7603927337645722894|656|20260207|give them graceeeee
7603871712526093599|562|20260206|Love all
7603571108364799245|940|20260206|Do it do it do it
7603096589929827614|828|20260204|So powerfullll
7602777482961440030|650|20260203|Charge it to the game 
7602457899989863710|700|20260203|
7602400561777888543|851|20260202|Lmao why not 😂😂😂
7602122065218522382|834|20260202|Such a beautiful season of my life that I will forever hold 
7601988727619013901|428|20260201|Yur yup yop
7601621212992785694|640|20260131|What a father we serve 
7601608422823365943|434|20260131|Find a way
7601353764787768589|488|20260131|we are strangers to ourselves 
7601343232122817847|447|20260131|Go get it
7601256829036825870|539|20260130|Love all beautiful people 
7600929133496896823|565|20260129|Ion get it 
7600567775987289374|524|20260129|were cooked 
7600463383057452343|404|20260128|Tru
7599066246608325901|877|20260124|Go see that dang world 
7598685547854368013|767|20260123|😭🥺😂🥺❤️🙏🏽❤️👈🥳🫣🤨🫷🏾😝🥹🙂‍↕️😶‍🌫️🙂‍↕️🫵👉🏽🤔👉🏽
7598396281152687374|1001|20260123|U better go live that life 
7598263335586434317|873|20260122|Best decision ever
7597982355260837133|1359|20260122|$30k cc debt ➡️  down to $2k
7597959435545267511|3121|20260121|Im going to miss this😅😂😂😂
7597904566356626743|1861|20260121|😂😂😂😂😂😂😂😂
7597859966740876599|696|20260121|Amazingggg
7597622517129284877|2088|20260121|This journey that God has me on has been so necessary and I 
7597550474383887647|628|20260120|See life through your lense
7597253717561183519|661|20260120|Shoot it
7597234939020479799|560|20260120|Seek your brain 
7597174000636235022|546|20260119|growth requires openness  
7596864897833553207|647|20260119|There’s pros and cons 
7596471895600516366|784|20260117|Enjoy 
7596093685964475661|1151|20260116|If you watched till the end you will see my life almost end😭
7595677154105396535|2565|20260115|
7595394215182437663|879|20260115|Best thing you could do in your 20s
7595325103299251470|697|20260114|Hi 
7595109394468195598|1057|20260114|Day 10
7594914989018811703|750|20260113|Lock in 
7594640146411048247|636|20260113|Be you mf
7594597327852145951|648|20260112|
7594334887021202719|870|20260112|
7593932531142085943|2505|20260111|Opportunity of the lifetime
7593565821759229198|654|20260110|Be GRATEFUL MF
7593527425229753630|644|20260110|Nun at all
7593153748717833486|1780|20260109|LMAOO
7593107516209351950|3594|20260108|It’s a bit chilly
7592851167776902414|791|20260108|
7592383321296981261|7060|20260106|Best decision I could’ve ever made
7592329770705161485|1941|20260106|
7592086156083252535|4557|20260106|Ngl the snow lit
7592023723901832462|4516|20260105|LMAOOO
7591675986459069727|790|20260105|Frfr
7591627504696298782|894|20260104|Within
7591392003049442573|1457|20260104|It’s freezing but it’s so worth it
7591310909478374687|13900|20260104|Love it here
7591275247505034551|911|20260103|
7590950858926427405|790|20260103|Make it count 
7590914686531521847|801|20260102|Yall sleep fr
7590890492171242782|702|20260102|Facts 
7590534228115262733|729|20260101|Talk to em
7590509022436986167|736|20260101|Let the walls fall down
7590163428250062094|822|20251231|
7589320420763913486|829|20251229|
7588628202810051853|1019|20251227|
7587948608146771255|1336|20251225|I’m 55/45
7587497508436299039|1541|20251224|I love it
7587197782205779230|1043|20251223|Make it happen
7586908604490321166|1652|20251223|Day 8
7586760270937115917|2511|20251222|I’m sorry 
7586561553370074381|6255|20251222|Day 7 living in Alaska
7586422029084036366|890|20251221|!!!
7586173004258757902|2150|20251221|Day 6 of living Alaska
7586078090669985037|899|20251220|
7585829763202288927|1175|20251220|Best decision i ever made
7585759805567028535|1453|20251220|Day 5 living in Alaska 
