7597602736850357534|8000000|20260121|#higherupwellnesschallenge
7562178334067576094|3800000|20251017|I don’t share these things to brag. But to remind you I’m li
7589805559231057183|3200000|20251231|
7600114434094386462|2600000|20260127|I hope this clears things up.
7561170368510135582|2300000|20251014|
7606024207398358303|2100000|20260212|Possibly the longest video I’ve uploaded in years. But this
7586099581214084382|1500000|20251221|
7576391578688687390|1500000|20251124|
7592644657159490847|1300000|20260107|Hope this helps queen
7570052820980731167|1300000|20251107|
